path	branch	head	dirty_entries	ignored_evidence_files	node_modules	node_modules_kind	node_modules_target	dist_dirs	has_public	has_artifacts	has_test_results	merged_into_ship	structural_size_class
C:/Users/david/projects/atomic-acres-browser-arena	agent/rig-weapon-hud-source-20260722	1fe03af1	0	18	yes	real	-	1	yes	yes	yes	no	B_installed_onedist
C:/c/Users/david/projects/atomic-acres-pass68-benchmark-fetch-fix	contrib/dave-gaming-pc/hermes/pass68-benchmark-fetch-fix	aefa2c44	0	2	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/tmp/p66-functional-fixes	contrib/dave-gaming-pc/codex/pass66-functional-fixes	b80cf976	0	1	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/tmp/p66-interaction-glass-8127	contrib/dave-gaming-pc/codex/pass66-interaction-glass-8127	675df63b	0	42	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/tmp/p66-ui-hud-reskin	contrib/dave-gaming-pc/codex/pass66-ui-hud-reskin	ba48d44b	0	57	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/tmp/p66audit	contrib/dave-gaming-pc/codex/pass66-final-regression-audit	1fc15265	0	2	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/tmp/p66gate	contrib/dave-gaming-pc/codex/pass66-release-gate-hardening	cb0a9882	0	0	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	0	yes	no	no	no	C_installed_nodist
C:/tmp/p66provenance	contrib/dave-gaming-pc/codex/pass66-preview-provenance	bd18a14b	0	2	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/AppData/Local/Temp/aa-tower-verify	(detached)	a764005c	2	2	no	-	-	7	yes	yes	no	yes	D_noinstall_dist
C:/Users/david/AppData/Local/Temp/aa-verify	(detached)	a852a6d9	0	1	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-22/in/work/atomic-acres-gh-pages-pass55	(detached)	40791d89	0	0	no	-	-	0	no	no	no	no	E_noinstall_nodist
C:/Users/david/Documents/Codex/2026-07-22/inspect-all-assets-currently-in-the/work/atomic-acres-terminal-overhaul-20260722	agent/skyline-terminal-overhaul-20260722	f079b0cd	0	0	yes	real	-	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-24/net/work/atomic-acres-pass62-netcode-20260724	contrib/dave-gaming-pc/codex/pass62-netcode-correctness	40cbff44	0	4	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/diagnostics/atomic-roi-bisect	(detached)	cbb2ecaa	0	0	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	no	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass64-freeze-forensics	(detached)	5075a52d	0	0	yes	real	-	1	yes	no	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-advanced-graphics	contrib/dave-gaming-pc/codex/pass65-advanced-graphics	0cab17b4	0	5	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-arsenal-audit-fixes	contrib/dave-gaming-pc/codex/pass65-arsenal-audit-fixes	3a22f114	0	33	yes	real	-	1	yes	yes	yes	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-arsenal-runtime	contrib/dave-gaming-pc/codex/pass65-arsenal-runtime	c1fcc248	0	8	yes	link	/c/Users/david/projects/atomic-acres-production-27e0858/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-bot-catalog	contrib/dave-gaming-pc/codex/pass65-bot-catalog	7afa669c	0	7	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-decisions	contrib/dave-gaming-pc/codex/pass65-decisions	95c62836	0	2	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-f01	contrib/dave-gaming-pc/codex/pass65-f01	6e70f5c3	0	10	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-f02	contrib/dave-gaming-pc/codex/pass65-f02	a78f5575	0	5	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-f04-loadout	contrib/dave-gaming-pc/codex/pass65-f04-loadout	3da073d5	0	9	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-foundation	contrib/dave-gaming-pc/codex/pass65-foundation	68e9ec34	0	6	no	-	-	0	yes	yes	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-frame-pacing	contrib/dave-gaming-pc/codex/pass65-frame-pacing	13684a8a	0	11	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-gunrange-lighting	contrib/dave-gaming-pc/codex/pass65-gunrange-lighting	4197af2b	0	6	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-hitl-assets	contrib/dave-gaming-pc/codex/pass65-hitl-assets	90f7b6a8	0	14	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-hitl-ui	contrib/dave-gaming-pc/codex/pass65-hitl-ui	e3cc650e	0	22	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-hitl-world	contrib/dave-gaming-pc/codex/pass65-hitl-world	d0ab3614	0	39	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-house-destruction	contrib/dave-gaming-pc/codex/pass65-house-destruction	227f081b	0	2	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-hud-modernize	contrib/dave-gaming-pc/codex/pass65-hud-modernize	328aa5f6	0	33	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-killstreak-catalog	contrib/dave-gaming-pc/codex/pass65-killstreak-catalog-authority	1d6f3be3	0	6	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-killstreak-runtime	contrib/dave-gaming-pc/codex/pass65-killstreak-runtime	505ec150	0	61	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-menu-lifecycle	contrib/dave-gaming-pc/codex/pass65-menu-lifecycle	3d5d3a1d	0	25	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-menu-lifecycle-v2	contrib/dave-gaming-pc/codex/pass65-menu-lifecycle-v2	81fb0ab1	0	4	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-menu-lifecycle-v3	contrib/dave-gaming-pc/codex/pass65-menu-lifecycle-v3	a6088412	0	5	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-obb-collision	contrib/dave-gaming-pc/codex/pass65-obb-collision	fbcbdc0f	0	0	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-p0	contrib/dave-gaming-pc/codex/pass65-p0	6331400a	0	11	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-preview-motion	contrib/dave-gaming-pc/codex/pass65-preview-motion	2b32c972	0	26	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-preview-restore	(detached)	94591a52	0	0	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	no	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-preview-video	contrib/dave-gaming-pc/codex/pass65-preview-video	48dcb9cb	0	802	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-semtex-streaks	contrib/dave-gaming-pc/codex/pass65-semtex-streaks	1133117c	0	15	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-sensory-settings	contrib/dave-gaming-pc/codex/pass65-sensory-settings	de9208da	0	6	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-skill-evidence-presentation	contrib/dave-gaming-pc/codex/pass65-skill-evidence-presentation	05dd2bcd	0	3	no	-	-	0	yes	yes	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-skill-world-support	contrib/dave-gaming-pc/codex/pass65-skill-world-support	770c0e6c	0	3	no	-	-	0	yes	yes	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-spec-redteam-fix	contrib/dave-gaming-pc/codex/pass65-spec-redteam-fix	a46ec149	0	5	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-stability	contrib/dave-gaming-pc/codex/pass65-atomic-stability	53c4b7f0	0	10	yes	real	-	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-support-redteam	contrib/dave-gaming-pc/codex/pass65-support-redteam	701204d7	0	4	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-support-visual-gate	contrib/dave-gaming-pc/codex/pass65-advanced-graphics-audit	e485e631	0	214	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-weapon-asset-forge	contrib/dave-gaming-pc/codex/pass65-weapon-asset-forge	2f524f3c	0	204	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-adaptive-admission	contrib/dave-gaming-pc/codex/pass66-webgpu-preset-lock	7d8fa819	0	18	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-arms	contrib/dave-gaming-pc/codex/pass66-arms	8b58f2d1	0	45	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-evidence-finalizer	contrib/dave-gaming-pc/codex/pass66-evidence-finalizer	f41d0e24	0	0	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-evidence-runner	contrib/dave-gaming-pc/codex/pass66-evidence-runner	1039be19	0	1	yes	real	-	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration	contrib/dave-gaming-pc/codex/pass66-integration	8c3ad1cd	0	5	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-media	contrib/dave-gaming-pc/codex/pass66-media	ec8f743d	0	981	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-owner-evidence	contrib/dave-gaming-pc/codex/pass66-owner-evidence	8cf644e2	0	3	yes	real	-	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-release-repairs	contrib/dave-gaming-pc/codex/pass66-release-repairs	6cc6cbb5	0	7	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-runtime	contrib/dave-gaming-pc/codex/pass66-runtime	bcd2347a	0	241	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-support	contrib/dave-gaming-pc/codex/pass66-support	5ad8b5c5	0	8	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-webgpu-performance	contrib/dave-gaming-pc/codex/pass66-webgpu-performance	cdd05bea	0	28	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-world	contrib/dave-gaming-pc/codex/pass66-world	ecefb50d	0	8	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-djmaesen-arms-integration	contrib/dave-gaming-pc/codex/pass65-djmaesen-arms-integration	211d9cca	2	166	no	-	-	0	yes	yes	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-drone-motion-audit	contrib/dave-gaming-pc/codex/pass65-drone-motion-audit	916b4602	0	0	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	no	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-f-arbitration-fix	contrib/dave-gaming-pc/codex/pass65-f-arbitration-fix	1bbf2fef	0	2	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	yes	no	no	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-final-menu-previews	contrib/dave-gaming-pc/codex/pass65-final-menu-previews	2d50046b	0	770	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-final-stability-fixes	contrib/dave-gaming-pc/codex/pass65-final-stability-fixes	5acbbfb8	0	21	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-hf135-fire-ray	contrib/dave-gaming-pc/codex/pass65-hf135-fire-ray	2802c16d	0	2	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-ladder-fix	contrib/dave-gaming-pc/codex/pass65-ladder-fix	1338ecac	0	5	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-observer-effect-fix	contrib/dave-gaming-pc/codex/pass65-observer-effect-fix	ae72bdb2	0	14	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-owner-native-gates	contrib/dave-gaming-pc/codex/pass65-owner-native-gates	a9fd5e33	0	2	no	-	-	0	yes	yes	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-text-integrity-guard	contrib/dave-gaming-pc/codex/pass65-text-integrity-guard	52602a10	0	0	no	-	-	0	yes	no	no	no	D_noinstall_dist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-uv-warning-trace	contrib/dave-gaming-pc/codex/pass65-uv-warning-trace	bac3e2c4	0	0	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-wave2-arms	contrib/dave-gaming-pc/codex/pass65-wave2-arms	c5bd341e	75	52	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-wave2-chopper	contrib/dave-gaming-pc/codex/pass65-wave2-chopper	5ac03889	0	785	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-wave2-drone	contrib/dave-gaming-pc/codex/pass65-wave2-drone	0dfef047	0	17	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-wave2-railgun	contrib/dave-gaming-pc/codex/pass65-railgun-multihit	734ee1c1	0	6	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass65-wave2-stability	contrib/dave-gaming-pc/codex/pass65-wave2-stability	c7cccbfd	0	6	yes	link	/c/Users/david/projects/atomic-acres-production-27e0858/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass66-support-presentation-audit	contrib/dave-gaming-pc/codex/pass66-support-presentation-audit	32f820c3	0	9	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass66-integration/node_modules	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/pass66-viewmodel-frame-audit	contrib/dave-gaming-pc/codex/pass66-viewmodel-frame-audit	81de1575	0	0	yes	real	-	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/smoke-before-aa2ca21	(detached)	aa2ca21e	1	4	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	yes	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/smoke-proof-452cf05	(detached)	452cf056	0	4	yes	link	/c/Users/david/Documents/Codex/2026-07-25/prepare-a-large-and-elaborate-plan/work/atomic-acres-pass65-integration/node_modules	0	yes	yes	no	yes	C_installed_nodist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass63-linux-baseline	(detached)	20df678d	1	2	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass63-release	contrib/dave-gaming-pc/codex/pass63-live-stable62	2f6adedd	0	15	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-diagnostics	contrib/dave-gaming-pc/codex/pass64-diagnostics	5a7958cb	0	18	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-gameplay	contrib/dave-gaming-pc/codex/pass64-gameplay	8a7dbd0f	0	14	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-gameplay-fixes	contrib/dave-gaming-pc/codex/pass64-gameplay-audit-fixes	66fc584c	0	2	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-hud	contrib/dave-gaming-pc/codex/pass64-hud	af4adaad	0	9	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-hud-release-fixes	contrib/dave-gaming-pc/codex/pass64-hud-release-fixes	eadfa07a	0	121	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-hud-v2	contrib/dave-gaming-pc/codex/pass64-hud-v2	e1fdeec0	0	52	yes	real	-	1	yes	yes	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-integration	contrib/dave-gaming-pc/codex/pass64-topology-smoke	a7ab56be	0	107	yes	real	-	1	yes	yes	yes	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-linux-snapshot	(detached)	6a882ae9	1	2	yes	real	-	1	yes	yes	no	yes	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-renderer	contrib/dave-gaming-pc/codex/pass64-renderer	b597e651	0	46	yes	real	-	1	yes	yes	yes	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-renderer-fixes	contrib/dave-gaming-pc/codex/pass64-renderer-fixes	82f30e49	0	0	yes	real	-	1	yes	no	no	no	B_installed_onedist
C:/Users/david/Documents/Codex/2026-07-25/set-version-62-to-stable-its/work/atomic-acres-pass64-renderer-full	contrib/dave-gaming-pc/codex/pass64-playable-webgpu	75d6ef71	0	21	yes	real	-	1	yes	yes	no	no	B_installed_onedist
